title,nb_reviews,nb_positives,nb_negatives,score_moyen,keywords
Harold & Kumar Go to White Castle,2,1,1,0.04,"watch, im, funny, series, night, fan, isnt, good, enough, another"
Harold and Maude,2,2,0,0.2,"film, harold, live, never, cort, mother, gordon, even, one, die"
Harry Potter and the Deathly Hallows: Part 2,3,3,0,0.17,"harry, story, 10, wand, series, one, whole, voldermort, time, never"
Hart's War,1,1,0,0.09,"war, camp, pow, commandant, american, great, would, movie, like, hogans"
Harvey,4,4,0,0.25,"elwood, film, stewart, rabbit, harvey, one, hull, sister, see, invisible"
Haunted Mansion,6,5,1,0.11,"mansion, new, haunted, film, fun, time, stanfield, disney, attraction, lakeith"
Hauru no ugoku shiro,2,2,0,0.16,"story, miyazaki, howl, calcifer, much, also, get, different, really, good"
Heartbreakers,1,1,0,0.2,"movies, hustle, romantic, comedy, love, watch, oceans, im, fan, movie"
Hector and the Search for Happiness,1,1,0,0.15,"film, like, life, wont, different, movie, people, one, meets, since"
Hell or High Water,3,3,0,0.25,"story, like, film, gets, end, strong, one, place, feels, mean"
Her,7,6,0,0.2,"love, relationships, like, human, body, could, one, best, film, end"
Herbie: Fully Loaded,3,3,0,0.18,"herbie, movie, lohan, long, good, watch, justin, little, car, trip"
Hereafter,3,3,0,0.22,"film, story, really, hereafter, actually, one, eastwood, damon, way, quite"
Hereditary,7,6,1,0.1,"film, well, movie, family, horror, collette, annie, one, two, mother"
Hidden Figures,4,4,0,0.14,"women, three, film, one, story, well, good, though, space, made"
High Fidelity,4,4,0,0.2,"music, cusack, robs, black, rob, life, john, record, store, love"
High School Musical 3: Senior Year,2,2,0,0.12,"final, troy, zac, efron, gabriella, together, theres, sharpay, university, quite"
Hillbilly Elegy,4,3,1,0.16,"film, movie, story, family, vance, character, dont, jd, hillbilly, elegy"
His Girl Friday,1,1,0,0.22,"grant, russell, new, writing, little, great, belter, film, essentially, two"
Hit Man,6,5,1,0.19,"powell, film, one, linklater, arjona, gary, movie, glen, adria, two"
Hitch,2,2,0,0.37,"love, hitch, story, smith’s, movies, make, us, heart, clients, lovable"
Hitchcock,1,1,0,0.2,"film, hitchcock, time, man, psycho, one, greatest, hitchcocks, two, performance"
Hocus Pocus,7,5,2,0.17,"movie, witches, film, even, one, midler, three, entertaining, hocus, pocus"
Hocus Pocus 2,2,2,0,0.22,"best, sisters, quite, little, bit, gets, film, one, family, took"
Holes,1,1,0,0.27,"dig, holes, part, it’s, –, camp, desert, lebeouf, cum, great"
Holidate,4,4,0,0.19,"watch, movie, really, good, see, roberts, holidate, jaded, romantic, comedy"
Home,2,2,0,0.14,"film, one, first, girl, good, movie, like, critics, animation, story"
Home Alone,5,5,0,0.26,"home, alone, really, time, movie, one, thats, left, fun, couple"
Home Alone 2: Lost in New York,3,3,0,0.25,"first, one, bit, new, good, like, better, york, amazing, city"
Homeward Bound: The Incredible Journey,1,1,0,0.35,"film, animals, thats, voice, nothing, improves, original, want, remake, marginally"
Honey,2,2,0,0.31,"dance, alba, one, know, simple, flick, films, though, coming, since"
"Honey, I Shrunk the Kids",3,3,0,0.09,"people, effects, like, family, children, well, practical, digital, get, even"
Hoppers,5,5,0,0.28,"movie, one, really, lovely, humans, part, time, like, pixar, thats"
Horrible Bosses,3,2,1,0.11,"3, funny, would, like, movie, people, could, pretty, im, good"
Horrible Bosses 2,2,2,0,0.24,"good, still, first, one, way, part, better, didnt, like, 2"
Horton Hears a Who!,5,4,1,0.29,"part, way, funny, parts, story, also, dr, seuss, one, like"
Hot Fuzz,4,4,0,0.13,"angel, comedy, pegg, well, movie, british, police, film, action, frost"
Hot Rod,2,2,0,0.12,"samberg, else, andy, fun, stunt, isla, bill, there’s, funny, parts"
Hotaru no haka,3,2,1,0.12,"war, children, two, moving, anime, movies, emotional, impact, totoro, childhood"
Hotel Mumbai,3,2,1,0.08,"well, hotel, mumbai, story, maybe, quite, patel, hard, try, cant"
Hotel Rwanda,1,1,0,0.03,"help, cheadle, super, paul, rusesabagina, manager, belgianowned, hotel, kigali, 1994"
Hotel Transylvania,4,4,0,0.2,"funny, movie, like, dont, adam, sandler, animated, idea, clearly, evolution"
Hotel Transylvania 2,2,2,0,0.24,"one, like, much, well, movie, sandler, know, first, dont, films"
Hotel Transylvania 3: Summer Vacation,3,3,0,0.14,"kids, actually, enough, hit, film, see, like, say, transylvania, characters"
How Do You Know,1,1,0,0.02,"even, movie, watch, comedy, paul, rudd, would, quality, everything, youre"
How the Grinch Stole Christmas,6,5,1,0.13,"movie, christmas, grinch, think, watch, spirit, character, good, jim, book"
How to Be Single,2,2,0,0.16,"film, women, good, entertainment, get, life, wanted, love, even, particularly"
How to Lose Friends & Alienate People,1,1,0,0.02,"like, movies, time, things, friends, think, simon, pegg, probably, better"
How to Lose a Guy in 10 Days,4,4,0,0.14,"days, film, movie, 10, lose, guy, would, like, it’s, still"
How to Train Your Dragon,4,4,0,0.17,"film, liveaction, animated, like, one, dragon, films, made, parker, train"
Hugo,1,1,0,0.23,"watch, weird, great, story, im, fun, really, good, might, recommend"
Hunger,2,0,2,-0.1,"much, would, almost, watch, irish, sands, margaret, thatcher, prison, population"
Hunt for the Wilderpeople,3,3,0,0.23,"like, film, neill, new, great, ricky, sam, waititi, films, really"
Hustle,1,1,0,0.17,"hustle, movie, basketball, plot, sports, enjoyable, rocky, sandler, character, time"
Hustle & Flow,1,1,0,0.08,"escape, really, story, man, musical, opportunity, many, lives, ruined, terrence"
Hustlers,1,1,0,0.37,"film, good, emhustlersem, makes, satisfactory, viewing, jennifer, lopez, ramona, accomplished"
I Care a Lot,2,2,0,0.17,"pike, performances, film, care, one, yet, marla, blakeson, quite, woman"
I Don't Feel at Home in This World Anymore,1,1,0,0.22,"film, one, life, ruths, another, actors, woods, best, films, dont"
I Now Pronounce You Chuck & Larry,2,2,0,0.34,"movie, good, ok, pretends, gay, friend, wont, lose, everything, uses"
I Swear,2,2,0,0.14,"even, condition, john, bafta, aramayo, young, man, might, tourette, peake"
"I, Daniel Blake",1,1,0,0.07,"film, old, like, one, way, particularly, society, well, computer, job"
"I, Tonya",6,6,0,0.22,"tonya, story, movie, time, robbie, much, film, margot, biopic, moments"
Ice Age,2,2,0,0.26,"rather, every, tigers, human, still, diego, fun, really, good, bit"
Ice Age: Continental Drift,2,2,0,0.14,"bit, way, pirates, story, entertaining, manny, quite, film, movies, good"
Ice Age: Dawn of the Dinosaurs,2,2,0,0.3,"new, love, sid, ice, soon, world, arrival, diego, weasel, everyone"
Ice Age: The Meltdown,2,2,0,0.22,"good, first, really, mammoth, manny, scrat, ice, things, new, get"
Ida,1,1,0,0.25,"story, family, agata, search, beautifully, shot, young, woman, abandoned, church"
Identity Thief,2,1,1,0.06,"film, identity, like, friends, thief, recommend, fans, long, two, melissa"
If,7,7,0,0.17,"krasinski, film, movie, audience, john, reynolds, narrative, fleming, young, enjoy"
If Beale Street Could Talk,2,2,0,0.11,"film, fonny, one, beale, tish, street, see, like, people, country"
"Il buono, il brutto, il cattivo",11,11,0,0.17,"film, one, good, three, films, time, war, leone, bad, western"
Im Westen nichts Neues,8,7,1,0.12,"war, film, movie, german, soldiers, quiet, western, one, young, front"
In & Out,2,2,0,0.2,"film, helped, movie, funny, gay, rights, movies, even, hysterical, one"
In Bruges,3,3,0,0.21,"bruges, one, farrell, film, see, movie, movies, gleeson, good, like"
In Good Company,1,1,0,0.12,"gonna, dan, hell, tell, wife, mean, already, wears, pants, shes"
In the Loop,2,2,0,0.04,"little, political, times, though, way, character, tucker, bit, minister, lack"
In the Valley of Elah,2,2,0,0.08,"son, story, movie, dont, war, father, might, music, iraq, jones"
Indecent Proposal,1,1,0,0.27,"surprise, onscreen, talent, carry, tremendously, emindecent, proposalem, film, takes, seriously"
Indiana Jones and the Last Crusade,5,5,0,0.22,"jones, crusade, indiana, raiders, last, film, spielberg, much, adventure, action"
Inglourious Basterds,5,5,0,0.18,"basterds, german, tarantino, ww2, waltz, great, film, dialogue, around, christoph"
Inherent Vice,2,2,0,0.22,"film, like, little, great, story, hard, doc, kind, best, possible"
Inside Llewyn Davis,2,1,1,0.1,"llewyn, hes, even, struggles, —, hard, musician, many, feel, cycle"
Inside Man,2,2,0,0.16,"man, inside, denzel, clever, heist, lee, keep, quite, twists, interesting"
Inside Out,11,11,0,0.31,"movie, watch, sadness, inside, joy, riley, one, good, story, mind"
Inside Out 2,10,10,0,0.24,"film, new, movie, emotions, inside, sequel, 2, riley, anxiety, original"
Insomnia,5,4,1,0.21,"pacino, nolan, one, sleep, insomnia, williams, movie, still, two, well"
Instant Family,1,1,0,0.3,"film, like, relate, scenes, played, didn’t, also, perfect, see, actors"
Interstellar,20,17,3,0.18,"movie, like, film, time, space, one, nolan, story, science, interstellar"
Into the Woods,1,1,0,0.22,"minutes, like, also, say, drawn, 90, mightve, perfect, idea, eminto"
Intouchables,1,1,0,0.32,"funny, moving, difficult, topic, talk, françois, cluzet, omar, sy, perform"
Invincible,1,1,0,0.19,"film, play, one, produces, missing, extra, bit, punch, eminvincibleem, another"
Irréversible,3,1,2,0.01,"film, watching, work, one, order, watch, version, also, life, even"
Isle of Dogs,2,2,0,0.16,"quite, wes, first, dogs, bit, place, decides, try, time, back"
It Ends with Us,5,5,0,0.16,"ends, lively, us, justin, baldoni, like, relationship, film, lily, bit"
It Happened One Night,3,3,0,0.32,"comedy, gable, bus, also, story, father, one, great, performance, clark"
It's a Wonderful Life,6,6,0,0.28,"christmas, watch, every, still, film, time, see, year, stewart, movie"
Jack,1,1,0,0.21,"like, robin, williams, 10, yearold, needed, lopez, drescher, scenes, movie"
Jack and Jill,1,1,0,0.0,"role, weird, see, adam, sandler, woman, thought, would, like, comedy"
Jackie,1,1,0,0.01,"film, one, four, day, tragic, event, films, jfk, based, following"
Jagten,5,4,0,0.13,"film, even, im, well, get, one, mads, mikkelsen, didnt, ive"
Jaws,9,7,2,0.17,"shark, jaws, brody, one, time, movie, spielberg, great, even, film"
Jerry Maguire,2,2,0,0.22,"sports, one, loyalty, zellweger, gooding, much, well, quite, story, really"
Jingle All the Way,2,2,0,0.2,"christmas, classic, buy, typical, father, waits, long, popular, kids, action"
Jodaeiye Nader az Simin,1,1,0,0.4,"great, story, movie, around, simple, yet, neat, characters, script, performances"
Joe Dirt,1,1,0,0.62,"movie, love, another, one, favorites, david, spade, hilarious, like, country"
John Tucker Must Die,1,1,0,0.24,"whole, better, entertaining, theres, least, two, seconds, girlkissing, ending, couldve"
John Wick: Chapter 3 - Parabellum,14,13,1,0.21,"wick, action, one, film, john, movie, two, like, chapter, fight"
Jojo Rabbit,12,11,1,0.21,"film, waititi, jojo, films, one, rabbit, –, like, young, taika"
Joker,19,13,5,0.05,"joker, movie, one, arthur, film, phoenix, like, people, character, gotham"
Joy,3,3,0,0.24,"film, like, family, character, one, good, really, joy, story, oscars"
Judas and the Black Messiah,6,5,1,0.1,"black, film, hampton, movie, party, story, oneal, kaluuya, one, judas"
Judy,5,4,1,0.13,"garland, performance, judy, film, zellweger, it’s, voice, never, renée, biopic"
Jumanji,4,3,1,0.14,"game, williams, family, playing, new, throw, dice, dunst, pierce, hyde"
Jumanji: The Next Level,5,5,0,0.32,"film, story, fun, it’s, good, movie, spencer, game, time, characters"
Jumanji: Welcome to the Jungle,8,8,0,0.25,"game, jumanji, welcome, jungle, movie, black, fun, film, original, johnson"
Jungle,4,2,2,0.1,"film, jungle, survival, one, yossi, ghinsberg, better, story, good, real"
Jungle Cruise,10,10,0,0.3,"movie, cruise, jungle, film, action, really, much, johnson, time, frank"
Juno,2,2,0,0.16,"juno, girl, dont, even, cool, though, thinks, pregnant, abortion, movie"
Juror #2,6,6,0,0.22,"juror, film, one, much, way, simmons, well, hoult, get, like"
Just Friends,2,1,1,-0.09,"comedy, film, old, particularly, story, second, chance, im, much, like"
Just Go with It,2,2,0,0.2,"charming, fake, family, characters, love, even, sandler, really, pure, extravagant"
Just Like Heaven,1,1,0,0.3,"well, little, heavyfooted, almost, tries, hard, yet, quite, enjoyed, emjust"
Just Married,1,1,0,0.21,"go, great, movie, funny, everything, seems, wrong, everywhere"
Just My Luck,1,1,0,0.1,"enough, time, emjust, luckem, runs, little, thin, narrowly, enjoy, lindsay"
Karate Kid: Legends,5,4,1,0.14,"karate, kid, original, may, film, emotional, one, little, way, it’s"
Karigurashi no Arietti,1,1,0,0.42,"one, delicate, visually, gorgeous, movies, studios, ghibli, great, celtic, ost"
Kick-Ass,4,3,0,0.12,"movie, character, moretz, well, pretty, real, things, silly, mean, think"
Kick-Ass 2,5,4,1,0.19,"movie, one, really, good, like, first, dont, character, time, kickass"
Kill Bill: Vol. 1,5,5,0,0.12,"movie, action, bride, thurman, one, style, anime, really, scene, kill"
Killer Joe,3,3,0,0.16,"killer, joe, friedkin, film, one, movie, mcconaughey, much, theres, like"
Killers,2,2,0,0.27,"good, movie, actually, found, hilarious, plus, see, magnum, pi, back"
Killers of the Flower Moon,14,10,4,0.1,"film, scorsese, story, osage, white, de, movie, long, lily, niro"
Killing Them Softly,2,1,0,0.09,"“killing, softly”, great, noir, setting, superb, acting, excellent, cinematography, due"
Kimi no na wa.,9,8,0,0.35,"film, one, anime, good, story, animation, experience, name, well, two"
Kimi-tachi wa dô ikiru ka,3,3,0,0.17,"heron, mahito, miyazaki, ideas, maybe, little, boy, film, visuals, animation"
King Arthur: Legend of the Sword,5,5,0,0.1,"movie, arthur, film, like, bit, good, time, see, films, guy"
Kingsman: The Secret Service,8,5,3,0.15,"secret, spy, film, movie, like, firth, action, jackson, kingsman, well"
Kiss Kiss Bang Bang,6,5,1,0.11,"kiss, bang, movie, downey, black, jr, kilmer, , really, robert"
Klaus,2,2,0,0.21,"christmas, klaus, also, film, animation, cast, schwartzman, santa, sweet, away"
Knives Out,15,14,1,0.3,"one, johnson, movie, film, rian, it’s, character, like, even, every"
Knocked Up,1,1,0,0.25,"moments, rogen, heigl, laugh, emknocked, upem, begins, cringe, enjoyment, belatedly"
Koe no katachi,5,5,0,0.23,"film, like, one, best, anime, school, understanding, made, unique, animation"
Kramer vs. Kramer,2,2,0,0.13,"film, social, family, kramer, womens, son, struggle, last, century, story"
Kynodontas,3,2,1,0.13,"world, father, children, film, though, dogtooth, like, family, one, parents"
La La Land,11,10,0,0.28,"film, movie, la, like, one, would, really, good, films, watch"
La haine,3,2,1,0.13,"film, hubert, housing, one, vincent, saïd, police, ila, hainei, white"
La mala educación,1,1,0,0.19,"film, story, angel, sexual, certainly, might, school, treads, fine, line"
La passion de Jeanne d'Arc,2,2,0,0.14,"well, film, dreyer, us, found, falconetti, faithfully, much, wonderfully, also"
La pianiste,1,1,0,0.17,"young, fairly, huppert, magimel, little, it’s, quite, human, unnerving, strands"
La piel que habito,2,2,0,0.12,"film, make, really, good, skin, say, also, details, far, almodóvar"
La vie d'Adèle,3,3,0,0.13,"adèle, bit, much, story, emma, film, made, think, poster, adele"
La vita è bella,2,2,0,0.16,"film, one, felt, particular, benigni, also, well, much, though, thats"
Labor Day,1,1,0,0.24,"new, hampshire, role, winslet, menaced, fugitive, relishing, godsend, depressed, single"
Ladri di biciclette,3,2,1,-0.21,"son, young, bike, father, staiola, rome, find, film, lamberto, maggiorani"
Lady Bird,9,9,0,0.13,"film, movie, school, like, lady, bird, ronan, sacramento, one, life"
Ladyhawke,1,1,0,0.05,"quite, hawk, broderick, much, matthew, spritely, mystical, adventure, breaks, prison"
Last Christmas,4,4,0,0.19,"christmas, twist, thompson, clarke, like, last, movie, plot, emma, emilia"
Last Vegas,1,0,0,0.0,"big, names, short, laughs"
Law Abiding Citizen,2,1,1,0.0,"clyde, man, one, big, right, watch, sit, justice, system, critics"
Lawless,1,1,0,0.14,"movie, well, story, rather, deputy, asshole, bondurant, brothers, although, end"
Layer Cake,2,2,0,0.16,"gangster, one, vaughn, film, also, london, craig, im, however, british"
Le Charme discret de la bourgeoisie,2,2,0,0.16,"director, one, favourite, though, never, group, really, french, actors, bulle"
Le fabuleux destin d'Amélie Poulain,2,2,0,0.25,"something, movie, good, real, found, edit, watching, high, expectations, deliver"
Le passé,1,1,0,0.11,"excellent, painstakingly, slow, unveiling, dysfunctional, characters, relationships, one, escapes, unscathed"
Leave No Trace,2,2,0,0.13,"film, tom, one, must, society, selfreliance, would, walden, two, granik"
Leaving Las Vegas,3,3,0,0.15,"film, see, vegas, one, life, well, cage, drunk, las, shue"
Legally Blonde,5,5,0,0.28,"good, movie, reese, character, well, blonde, witherspoon, new, though, elle"
"Legally Blonde 2: Red, White & Blonde",2,2,0,0.3,"good, first, still, ok, movie, get, see, elle, woods, attorney"
Licorice Pizza,5,5,0,0.21,"film, alana, paul, thomas, haim, like, anderson, characters, licorice, pizza"
Life,1,1,0,0.09,"get, life, really, funny, messed, kind, sad, back, like, 1930s"
Life of Pi,3,3,0,0.28,"movie, quite, beautiful, watch, even, faith, really, stars, adventure, part"
Lilo & Stitch,9,8,1,0.19,"film, stitch, lilo, new, animated, liveaction, disney, bubbles, original, like"
Lincoln,5,5,0,0.24,"lincoln, movie, great, daylewis, many, war, history, years, film, really"
Lion,4,4,0,0.15,"film, one, story, well, young, india, patel, also, lost, home"
Little Miss Sunshine,2,2,0,0.08,"little, miss, sunshine, kinnear, arkin, family, young, trip, collette, dano"
Little Women,11,11,0,0.23,"film, one, story, little, movie, novel, like, really, best, women"
Lo imposible,5,4,1,0.1,"like, quite, film, tom, holland, far, much, event, story, naomi"
"Lock, Stock and Two Smoking Barrels",4,4,0,0.3,"movie, good, film, whole, brilliantly, actually, wasnt, point, get, characters"
Locke,2,2,0,0.16,"locke, construction, one, phone, hardy, drives, life, father, it’s, dramatic"
Long Shot,4,3,1,0.06,"movie, one, comedy, film, it’s, cast, rogen, theron, like, seth"
Look Who's Talking,1,1,0,0.3,"film, good, baby, one, romantic, comedies, us, really, without, decade"
Look Who's Talking Too,1,1,0,0.16,"film, good, two, bad, much, family, relationship, comedy, first, give"
Lords of Dogtown,1,1,0,0.05,"skateboard, venice, plays, culture, zephyr, events, stacy, aka, it’s, movie"
Lost in Translation,4,3,1,0.15,"bob, love, charlotte, film, movie, lost, translation, could, bill, murray"
Love & Mercy,1,1,0,0.36,"really, interesting, story, love, mental, illness, somehow, misses, potential, like"
Love & Other Drugs,1,1,0,0.12,"movie, love, typical, jamie, maggie, hathaway, however, maggies, drugs, romantic"
Love Actually,5,5,0,0.24,"love, film, good, well, christmas, even, could, movie, end, also"
Love Hard,2,2,0,0.09,"love, —, she’s, version, wise, man, said, anything, youd, expect"
Love Lies Bleeding,3,3,0,0.13,"jackie, lou, film, story, stewart, ed, harris, people, kristen, relationship"
"Love, Rosie",1,1,0,0.17,"movie, story, rosies, life, dont, romance, romantic, make, characters, much"
"Love, Simon",2,2,0,0.24,"moments, love, simon, safe, nonthreatening, formulaic, consumable, pastiche, created, make"
Luca,5,5,0,0.24,"luca, alberto, story, pixar, film, new, sea, surface, boys, time"
Léon,2,1,1,0.04,"film, léon, old, mathilda, brother, hitman, life, assassin, get, first"
MASH,1,1,0,0.16,"time, film, war, without, peace, characters, films, world, humor, would"
Ma Rainey's Black Bottom,4,4,0,0.24,"movie, also, black, one, boseman, davis, film, films, chadwick, levee"
Macbeth,2,2,0,0.16,"much, good, fassbender, like, lady, macbeth, almost, character, everything, story"
Madagascar,2,2,0,0.44,"movie, alex, hear, family, quite, king, zoo, place, penguins, best"
Madagascar 3: Europe's Most Wanted,1,1,0,0.43,"afro, polka, dot, circus, one, favorite, series, love, movie, laugh"
Madagascar: Escape 2 Africa,1,1,0,0.36,"love, sequel, well, honestly, whole, series, pretty, funny, also, kept"
Madeo,1,1,0,0.17,"almost, film, soon, corking, bong, joon, ho, equally, super, performance"
Maestro,4,4,0,0.2,"bernstein, cooper, leonard, story, movie, also, bradley, life, carey, love"
Magic Mike,1,1,0,0.18,"good, film, bit, like, delivers, tatum, male, club, mcconaughey, pettyfer"
Magic Mike XXL,1,1,0,0.18,"film, movie, im, first, felt, way, road, trip, except, still"
Maid in Manhattan,2,2,0,0.3,"watch, good, jennifer, lopez, pretty, movie, story, bob, hoskins, elite"
Maleficent,9,9,0,0.24,"good, maleficent, story, angelina, jolie, really, great, love, beauty, movie"
Maleficent: Mistress of Evil,5,4,1,0.18,"really, film, movie, first, also, disney, one, pfeiffer, great, watch"
Mallrats,2,2,0,0.22,"jokes, film, say, even, jason, comedy, work, dont, time, seeing"
Malèna,1,1,0,0.3,"movie, young, bellucci, masterpiece, storytelling, explores, themes, loss, grief, growing"
Mamma Mia!,5,5,0,0.2,"donna, film, sophie, three, movie, wedding, songs, like, streep, abba"
Man Up,2,2,0,0.22,"like, story, couple, movie, well, film, one, british, good, many"
Man cheng jin dai huang jin jia,1,1,0,0.33,"need, score, sets, also, performances, gong, li, chow, chen, chou"
Man on the Moon,3,2,1,0.37,"kaufman, andy, man, jim, television, interesting, movie, carrey, reminded, say"
Manbiki kazoku,1,1,0,0.06,"family, genuinely, super, film, small, time, chancers, survive, wits, verge"
Manhattan,3,3,0,0.19,"allen, film, best, woody, much, “annie, hall”, well, dont, watch"
Maps to the Stars,1,1,0,0.16,"film, story, real, stars, somewhere, know, watch, tale, end, names"
Margin Call,1,1,0,0.11,"really, quinto, could, spacey, irons, watch, well, quite, look, offers"
Marriage Story,7,7,0,0.13,"story, one, movie, people, marriage, even, scene, baumbach, ive, driver"
Marry Me,5,3,2,0.14,"marry, –, lopez, wilson, make, show, jennifer, owen, maluma, audience"
Mary Poppins Returns,3,3,0,0.22,"original, movie, bit, one, mary, poppins, actually, could, liked, felt"
Mary Queen of Scots,6,5,1,0.06,"mary, historical, ends, queen, history, movie, tis, design, though, narrative"
Mary and Max.,1,1,0,0.03,"im, life, like, mary, people, others, world, max, –, mind"
Masterminds,2,1,1,-0.09,"film, comedy, much, good, man, crazy, woman, since, enough, heist"
Match Point,3,3,0,0.19,"mortimer, wilton, tom, johansson, hes, look, one, like, mistress, really"
Matchstick Men,1,1,0,0.08,"give, good, redemption, two, care, story, film, roy, dont, money"
Materialists,6,5,1,0.14,"movie, one, story, love, like, good, theres, romantic, materialists, film"
Matilda,2,2,0,0.16,"film, family, good, well, comedy, school, value, everything, like, one"
May December,5,4,1,0.13,"quite, portman, film, moore, melton, story, never, time, actress, character"
Me Before You,1,1,0,0.06,"film, watch, two, particularly, theres, new, young, story, caretaker, time"
Me and Earl and the Dying Girl,1,1,0,0.41,"movie, great, really, fresh, story, performances, mann, cooke, directing, funniest"
"Me, Myself & Irene",1,1,0,0.5,"jim, carey, perfect, role, movie, police, officer, multiple, personalities, hilarious"
Mean Girls,5,5,0,0.17,"girls, lohan, school, mean, cast, mcadams, original, american, lindsay, rachel"
Meet the Fockers,1,1,0,0.4,"good, still, im, sure, wedding, idea, dont, like, seeing, fockers"
Meet the Parents,2,2,0,0.12,"stiller, de, niro, greg, meets, parents, ben, teri, danner, comedy"
Meet the Robinsons,1,1,0,0.19,"great, good, cast, film, theres, potential, concept, emmeet, robinsonsem, feels"
Memento,8,5,2,0.07,"film, nolan, christopher, memory, know, viewer, pearce, one, protagonist, guy"
Men in Black,6,6,0,0.21,"movie, black, tommy, lee, jones, smith, aliens, well, still, bit"
Men in Black II,6,6,0,0.17,"movie, first, smith, one, k, mib, fun, much, well, good"
Men in Black³,4,4,0,0.13,"good, one, jones, first, bit, movie, smith, well, brolin, tommy"
Men of Honor,2,2,0,0.28,"movie, men, honor, it’s, films, one, hard, got, inspiring, right"
Michael,5,5,0,0.27,"michael, film, jackson, movie, without, really, life, us, something, time"
Michael Clayton,1,1,0,0.52,"clooney, honestly, dont, even, like, george, actor, love, john, grisham"
Mid90s,1,1,0,0.03,"relatable, well, mid90s, word, see, bandied, praise, various, mediums, let"
Midnight Cowboy,3,3,0,0.17,"im, one, hoffman, ratso, even, watching, voight, well, though, know"
Midnight in Paris,3,3,0,0.4,"paris, film, gil, love, city, feel, us, character, owen, midnight"
Mike and Dave Need Wedding Dates,3,3,0,0.15,"mike, dave, wedding, dates, need, alice, comedy, film, efron, tatiana"
Milk,2,2,0,0.24,"milk, lgbt, harvey, gay, van, penn, history, sant, milk’s, whilst"
Million Dollar Arm,1,1,0,0.33,"anything, well, story, hamm, play, film, cant, say, overly, noteworthy"
Million Dollar Baby,4,4,0,0.22,"film, eastwood, takes, dollar, freeman, swank, turn, clint, one, story"
Minari,3,3,0,0.32,"film, minari, beautiful, things, best, story, family, korean, immigrant, youn"
Minions,5,5,0,0.18,"movie, minions, really, good, nice, idea, animation, london, jokes, funny"
Minions: The Rise of Gru,6,6,0,0.31,"minions, gru, fun, like, film, franchise, stone, back, good, movie"
Miracle on 34th Street,2,2,0,0.28,"success, one, year, instead, christmas, neither, story, santa, gwenn, look"
Mirror Mirror,1,1,0,0.2,"rather, queen, roberts, snow, story, kingdom, brighton, lane, whilst, princess"
Misery,1,1,0,0.12,"quite, it’s, ever, “sheldon”, bates, she’s, makes, well, begins, one"
Miss Congeniality,4,4,0,0.26,"comedy, bullock, film, miss, one, make, good, excellent, sandra, fbi"
Miss Peregrine's Home for Peculiar Children,8,7,1,0.11,"miss, film, burton, children, peculiar, jake, like, movie, good, one"
Missing,8,7,1,0.13,"missing, film, plot, searching, original, much, one, june, story, movie"
Moana,4,4,0,0.26,"film, girl, animation, moana, quite, one, curse, would, story, disney"
Moana 2,2,2,0,0.54,"maui, island, powerful, go, make, course, help, giant, matangi, also"
Modern Times,2,2,0,0.22,"chaplin, one, visionary, watch, trying, film, agility, really, good, movie"
Monster,3,2,1,0.01,"wuornos, theron, selby, story, life, film, ricci, really, monster, one"
Monster's Ball,2,2,0,0.01,"execution, movie, father, son, louisiana, former, hateful, racist, suicide, hitandrun"
Monsters,3,2,1,0.09,"able, time, going, it’s, alien, characters, though, mcnairy, film, sort"
Monsters University,4,4,0,0.28,"it’s, film, well, people, fun, mike, sully, university, great, pixar’s"
"Monsters, Inc.",2,2,0,0.24,"sully, roles, well, emmonsters, one, cast, characters, memorable, mike, make"
Monty Python and the Holy Grail,4,4,0,0.15,"film, holy, grail, python, really, one, monty, terry, first, graham"
Monty Python's Life of Brian,3,3,0,0.23,"film, brian, life, pythons, humor, monty, comedy, satire, jesus, holy"
Moon,5,4,1,0.11,"sam, rockwell, gerty, moon, movie, lunar, end, station, space, would"
Moonlight,3,3,0,0.19,"life, film, like, good, one, parts, us, young, coming, times"
Moonstruck,1,1,0,0.32,"mother, cher, rather, johnny, find, family, cage, good, dukakis, quite"
Mou gaan dou,1,1,0,0.34,"fine, departed, solid, hong, kong, actionthriller, good, performances, direction, think"
Moulin Rouge!,3,3,0,0.29,"movie, love, characters, film, well, story, didnt, much, kidman, act"
Movie 43,1,0,1,-0.07,"movie, funny, got, bad, like, two, skits, somehow, reputation, way"
Mr. & Mrs. Smith,7,6,1,0.13,"action, film, script, jolie, spy, movie, mr, mrs, chemistry, marriage"
Mr. Brooks,1,1,0,0.43,"story, hurt, costner, performances, enjoyable, idea, movie, good, thats, almost"
Mr. Deeds,2,2,0,0.34,"movie, watch, money, involved, drastically, trope, sandler, humor, funny, sneaky"
Mr. Holmes,1,1,0,0.21,"old, holmes, sherlock, film, one, english, detective, ian, based, boy"
Mr. Popper's Penguins,1,1,0,0.07,"good, family, movie, watch, pretty, dumb, inherits, penguins, gives, kids"
Mr. Smith Goes to Washington,3,3,0,0.14,"film, well, never, political, one, stewart, big, worth, project, us"
Mrs. Doubtfire,2,2,0,0.2,"williams, doubtfire, mrs, children, daniel, miranda, one, robin, field, divorce"
Much Ado About Nothing,1,1,0,0.22,"film, shakespeare, branaghs, much, nothing, first, branagh, major, achievement, fan"
Mud,2,2,0,0.17,"love, mud, good, arkansas, mississippi, two, boys, discover, mcconaughey, witherspoon"
